Song,Date,Total Number of Plays for Date
Guadeloupe,2020-01-12,3089
Guadeloupe,2020-01-13,3693
Guadeloupe,2020-01-14,1075
Guadeloupe,2020-01-15,3265
Guadeloupe,2020-01-16,2408
Guadeloupe,2020-01-17,1545
Guadeloupe,2020-01-18,4645
Guadeloupe,2020-01-19,387
Guadeloupe,2020-01-20,1468
Guadeloupe,2020-01-21,4758
Guadeloupe,2020-01-22,2545
Guadeloupe,2020-01-23,2587
Guadeloupe,2020-01-24,3796
Guadeloupe,2020-01-25,3500
Guadeloupe,2020-01-26,2799
Guadeloupe,2020-01-27,3057
Guadeloupe,2020-01-28,3222
Guadeloupe,2020-01-29,4417
Guadeloupe,2020-01-30,2568
Guadeloupe,2020-01-31,2265
Guam,2019-12-31,481
Guam,2020-01-01,2740
Guam,2020-01-02,4606
Guam,2020-01-03,3897
Guam,2020-01-04,1509
Guam,2020-01-05,3678
Guam,2020-01-06,3201
Guam,2020-01-07,4222
Guam,2020-01-08,3539
Guam,2020-01-09,2819
Guam,2020-01-10,2995
Guam,2020-01-11,4363
Guam,2020-01-12,2987
Guam,2020-01-13,4705
Guam,2020-01-14,2203
Guam,2020-01-15,2265
Guam,2020-01-16,2568
Guam,2020-01-17,2950
Guam,2020-01-18,2130
Guam,2020-01-19,2187
Guam,2020-01-20,3568
Guam,2020-01-21,2208
Guam,2020-01-22,5028
Guam,2020-01-23,3315
Guam,2020-01-24,2984
Guam,2020-01-25,3163
Guam,2020-01-26,4345
Guam,2020-01-27,3020
Guam,2020-01-28,2605
Guam,2020-01-29,2176
Guam,2020-01-30,4463
Guam,2020-01-31,1457
Guatemala,2019-12-31,376
Guatemala,2020-01-01,2641
Guatemala,2020-01-02,2620
Guatemala,2020-01-03,5168
Guatemala,2020-01-04,3187
Guatemala,2020-01-05,4367
Guatemala,2020-01-06,3888
Guatemala,2020-01-07,4503
Guatemala,2020-01-08,2248
Guatemala,2020-01-09,2891
Guatemala,2020-01-10,1814
Guatemala,2020-01-11,5165
Guatemala,2020-01-12,1982
Guatemala,2020-01-13,5423
Guatemala,2020-01-14,2478
Guatemala,2020-01-15,2413
Guatemala,2020-01-16,3241
Guatemala,2020-01-17,2157
Guatemala,2020-01-18,3883
Guatemala,2020-01-19,3686
Guatemala,2020-01-20,3853
Guatemala,2020-01-21,2978
Guatemala,2020-01-22,2396
Guatemala,2020-01-23,2711
Guatemala,2020-01-24,2812
Guatemala,2020-01-25,4962
Guatemala,2020-01-26,2664
Guatemala,2020-01-27,3104
Guatemala,2020-01-28,2535
Guatemala,2020-01-29,2380
Guatemala,2020-01-30,4208
Guatemala,2020-01-31,3247
Guernsey,2019-12-31,454
Guernsey,2020-01-01,618
Guernsey,2020-01-02,4405
Guernsey,2020-01-03,3857
Guernsey,2020-01-04,2942
Guernsey,2020-01-05,3138
Guernsey,2020-01-06,4977
Guernsey,2020-01-07,2131
Guernsey,2020-01-08,4094
Guernsey,2020-01-09,719
Guernsey,2020-01-10,6774
Guernsey,2020-01-11,3103
Guernsey,2020-01-12,3184
Guernsey,2020-01-13,4099
Guernsey,2020-01-14,2357
Guernsey,2020-01-15,3317
Guernsey,2020-01-16,3870
Guernsey,2020-01-17,3177
Guernsey,2020-01-18,2114
Guernsey,2020-01-19,2614
Guernsey,2020-01-20,2231
Guernsey,2020-01-21,3278
Guernsey,2020-01-22,2853
Guernsey,2020-01-23,1260
Guernsey,2020-01-24,5792
Guernsey,2020-01-25,4144
Guernsey,2020-01-26,1858
Guernsey,2020-01-27,3288
Guernsey,2020-01-28,2259
Guernsey,2020-01-29,3430
Guernsey,2020-01-30,3203
Guernsey,2020-01-31,1757
Guinea,2019-12-31,12
Guinea,2020-01-01,3864
Guinea,2020-01-02,3426
Guinea,2020-01-03,1278
Guinea,2020-01-04,2376
Guinea,2020-01-05,1885
Guinea,2020-01-06,4103
Guinea,2020-01-07,2814
Guinea,2020-01-08,2479
Guinea,2020-01-09,5406
Guinea,2020-01-10,3556
Guinea,2020-01-11,4644
Guinea,2020-01-12,4455
Guinea,2020-01-13,2936
Guinea,2020-01-14,2009
Guinea,2020-01-15,3335
Guinea,2020-01-16,4148
Guinea,2020-01-17,3728
Guinea,2020-01-18,3206
Guinea,2020-01-19,4909
Guinea,2020-01-20,2651
Guinea,2020-01-21,4393
Guinea,2020-01-22,1748
Guinea,2020-01-23,5276
Guinea,2020-01-24,2631
Guinea,2020-01-25,2618
Guinea,2020-01-26,3107
Guinea,2020-01-27,2121
Guinea,2020-01-28,2467
Guinea,2020-01-29,2722
Guinea,2020-01-30,2409
Guinea,2020-01-31,3698
Guinea-Bissau,2019-12-31,826
Guinea-Bissau,2020-01-01,4360
Guinea-Bissau,2020-01-02,4054
Guinea-Bissau,2020-01-03,2567
Guinea-Bissau,2020-01-04,2614
Guinea-Bissau,2020-01-05,1980
Guinea-Bissau,2020-01-06,2986
Guinea-Bissau,2020-01-07,5114
Guinea-Bissau,2020-01-08,3658
Guinea-Bissau,2020-01-09,2390
Guinea-Bissau,2020-01-10,5225
Guinea-Bissau,2020-01-11,2235
Guinea-Bissau,2020-01-12,3356
Guinea-Bissau,2020-01-13,3237
Guinea-Bissau,2020-01-14,3907
Guinea-Bissau,2020-01-15,3065
Guinea-Bissau,2020-01-16,1798
Guinea-Bissau,2020-01-17,1417
Guinea-Bissau,2020-01-18,3648
Guinea-Bissau,2020-01-19,4881
Guinea-Bissau,2020-01-20,2317
Guinea-Bissau,2020-01-21,4489
Guinea-Bissau,2020-01-22,1615
Guinea-Bissau,2020-01-23,4655
Guinea-Bissau,2020-01-24,3813
Guinea-Bissau,2020-01-25,4226
Guinea-Bissau,2020-01-26,5577
Guinea-Bissau,2020-01-27,3484
Guinea-Bissau,2020-01-28,3257
Guinea-Bissau,2020-01-29,2668
Guinea-Bissau,2020-01-30,1727
Guinea-Bissau,2020-01-31,1188
Guyana,2019-12-31,821
Guyana,2020-01-01,1548
Guyana,2020-01-02,3307
Guyana,2020-01-03,3105
Guyana,2020-01-04,4278
Guyana,2020-01-05,679
Guyana,2020-01-06,1653
Guyana,2020-01-07,2480
Guyana,2020-01-08,2932
Guyana,2020-01-09,3526
Guyana,2020-01-10,2426
Guyana,2020-01-11,2796
Guyana,2020-01-12,3090
Guyana,2020-01-13,4524
Guyana,2020-01-14,4001
Guyana,2020-01-15,2094
Guyana,2020-01-16,3033
Guyana,2020-01-17,4733
Guyana,2020-01-18,4329
Guyana,2020-01-19,2588
Guyana,2020-01-20,2954
Guyana,2020-01-21,3049
Guyana,2020-01-22,3508
Guyana,2020-01-23,2770
Guyana,2020-01-24,8610
Guyana,2020-01-25,3424
Guyana,2020-01-26,1464
Guyana,2020-01-27,4183
Guyana,2020-01-28,2811
Guyana,2020-01-29,4393
Guyana,2020-01-30,2343
Guyana,2020-01-31,2273
Haiti,2019-12-31,1109
Haiti,2020-01-01,3691
Haiti,2020-01-02,2319
Haiti,2020-01-03,2324
Haiti,2020-01-04,3155
Haiti,2020-01-05,3218
Haiti,2020-01-06,2475
Haiti,2020-01-07,3842
Haiti,2020-01-08,2170
Haiti,2020-01-09,3401
Haiti,2020-01-10,2726
Haiti,2020-01-11,2803
Haiti,2020-01-12,3456
Haiti,2020-01-13,3005
Haiti,2020-01-14,2939
Haiti,2020-01-15,2703
Haiti,2020-01-16,2809
Haiti,2020-01-17,2551
Haiti,2020-01-18,3410
Haiti,2020-01-19,1698
Haiti,2020-01-20,3374
Haiti,2020-01-21,3001
Haiti,2020-01-22,4984
Haiti,2020-01-23,3001
Haiti,2020-01-24,2804
Haiti,2020-01-25,3238
Haiti,2020-01-26,4971
Haiti,2020-01-27,3972
Haiti,2020-01-28,2794
Haiti,2020-01-29,4464
Haiti,2020-01-30,2349
Haiti,2020-01-31,3025
Heard Island and Mcdonald Islands,2019-12-31,506
Heard Island and Mcdonald Islands,2020-01-01,2960
Heard Island and Mcdonald Islands,2020-01-02,1359
Heard Island and Mcdonald Islands,2020-01-03,4089
Heard Island and Mcdonald Islands,2020-01-04,4086
Heard Island and Mcdonald Islands,2020-01-05,3975
Heard Island and Mcdonald Islands,2020-01-06,5351
Heard Island and Mcdonald Islands,2020-01-07,3346
Heard Island and Mcdonald Islands,2020-01-08,2497
Heard Island and Mcdonald Islands,2020-01-09,4028
Heard Island and Mcdonald Islands,2020-01-10,2463
Heard Island and Mcdonald Islands,2020-01-11,3884
Heard Island and Mcdonald Islands,2020-01-12,3260
Heard Island and Mcdonald Islands,2020-01-13,1266
Heard Island and Mcdonald Islands,2020-01-14,2554
Heard Island and Mcdonald Islands,2020-01-15,3878
Heard Island and Mcdonald Islands,2020-01-16,2937
Heard Island and Mcdonald Islands,2020-01-17,4158
Heard Island and Mcdonald Islands,2020-01-18,2711
Heard Island and Mcdonald Islands,2020-01-19,4817
Heard Island and Mcdonald Islands,2020-01-20,3655
Heard Island and Mcdonald Islands,2020-01-21,2573
Heard Island and Mcdonald Islands,2020-01-22,3623
Heard Island and Mcdonald Islands,2020-01-23,2682
Heard Island and Mcdonald Islands,2020-01-24,3517
Heard Island and Mcdonald Islands,2020-01-25,3761
Heard Island and Mcdonald Islands,2020-01-26,3085
Heard Island and Mcdonald Islands,2020-01-27,2632
Heard Island and Mcdonald Islands,2020-01-28,2343
Heard Island and Mcdonald Islands,2020-01-29,2257
Heard Island and Mcdonald Islands,2020-01-30,1892
Heard Island and Mcdonald Islands,2020-01-31,3615
Holy See (Vatican City State),2019-12-31,1404
Holy See (Vatican City State),2020-01-01,3614
Holy See (Vatican City State),2020-01-02,3080
Holy See (Vatican City State),2020-01-03,2419
Holy See (Vatican City State),2020-01-04,1980
Holy See (Vatican City State),2020-01-05,3257
Holy See (Vatican City State),2020-01-06,4921
Holy See (Vatican City State),2020-01-07,3338
Holy See (Vatican City State),2020-01-08,2324
Holy See (Vatican City State),2020-01-09,2801
Holy See (Vatican City State),2020-01-10,3691
Holy See (Vatican City State),2020-01-11,1888
Holy See (Vatican City State),2020-01-12,1709
Holy See (Vatican City State),2020-01-13,2833
Holy See (Vatican City State),2020-01-14,2473
Holy See (Vatican City State),2020-01-15,3327
Holy See (Vatican City State),2020-01-16,4127
Holy See (Vatican City State),2020-01-17,1336
Holy See (Vatican City State),2020-01-18,4769
Holy See (Vatican City State),2020-01-19,1937
Holy See (Vatican City State),2020-01-20,4262
Holy See (Vatican City State),2020-01-21,3283
Holy See (Vatican City State),2020-01-22,2608
Holy See (Vatican City State),2020-01-23,3758
Holy See (Vatican City State),2020-01-24,3522
Holy See (Vatican City State),2020-01-25,3505
Holy See (Vatican City State),2020-01-26,3549
Holy See (Vatican City State),2020-01-27,3016
Holy See (Vatican City State),2020-01-28,2683
Holy See (Vatican City State),2020-01-29,3312
Holy See (Vatican City State),2020-01-30,3970
Holy See (Vatican City State),2020-01-31,2603
Honduras,2019-12-31,939
Honduras,2020-01-01,4941
Honduras,2020-01-02,2465
Honduras,2020-01-03,3960
Honduras,2020-01-04,2641
Honduras,2020-01-05,4212
Honduras,2020-01-06,2522
Honduras,2020-01-07,3814
Honduras,2020-01-08,293
Honduras,2020-01-09,2766
Honduras,2020-01-10,4449
Honduras,2020-01-11,3255
Honduras,2020-01-12,4547
Honduras,2020-01-13,3898
Honduras,2020-01-14,5147
Honduras,2020-01-15,2553
Honduras,2020-01-16,4271
Honduras,2020-01-17,4175
Honduras,2020-01-18,4388
Honduras,2020-01-19,3513
Honduras,2020-01-20,2727
Honduras,2020-01-21,2594
Honduras,2020-01-22,1828
Honduras,2020-01-23,3160
Honduras,2020-01-24,2548
Honduras,2020-01-25,2230
Honduras,2020-01-26,2213
Honduras,2020-01-27,3400
Honduras,2020-01-28,3623
Honduras,2020-01-29,4377
Honduras,2020-01-30,2938
Honduras,2020-01-31,1879
Hong Kong,2019-12-31,1168
Hong Kong,2020-01-01,4901
Hong Kong,2020-01-02,2793
Hong Kong,2020-01-03,1871
Hong Kong,2020-01-04,4111
Hong Kong,2020-01-05,4389
Hong Kong,2020-01-06,4725
Hong Kong,2020-01-07,3212
Hong Kong,2020-01-08,4749
Hong Kong,2020-01-09,3389
Hong Kong,2020-01-10,2835
Hong Kong,2020-01-11,5288
Hong Kong,2020-01-12,5509
Hong Kong,2020-01-13,2675
Hong Kong,2020-01-14,3440
Hong Kong,2020-01-15,5905
Hong Kong,2020-01-16,3207
Hong Kong,2020-01-17,6046
Hong Kong,2020-01-18,3779
Hong Kong,2020-01-19,4584
Hong Kong,2020-01-20,5618
Hong Kong,2020-01-21,3014
Hong Kong,2020-01-22,2918
Hong Kong,2020-01-23,3096
Hong Kong,2020-01-24,2763
Hong Kong,2020-01-25,1792
Hong Kong,2020-01-26,3857
Hong Kong,2020-01-27,2767
Hong Kong,2020-01-28,4747
Hong Kong,2020-01-29,4753
Hong Kong,2020-01-30,3518
Hong Kong,2020-01-31,1762
Hungary,2019-12-31,20
Hungary,2020-01-01,3865
Hungary,2020-01-02,3739
Hungary,2020-01-03,2561
Hungary,2020-01-04,3463
Hungary,2020-01-05,3942
Hungary,2020-01-06,2803
Hungary,2020-01-07,4177
Hungary,2020-01-08,3898
Hungary,2020-01-09,3329
Hungary,2020-01-10,3779
Hungary,2020-01-11,5257
Hungary,2020-01-12,1062
Hungary,2020-01-13,4609
Hungary,2020-01-14,4492
Hungary,2020-01-15,3796
Hungary,2020-01-16,4635
Hungary,2020-01-17,2431
Hungary,2020-01-18,3923
Hungary,2020-01-19,3125
Hungary,2020-01-20,926
Hungary,2020-01-21,3375
Hungary,2020-01-22,4695
Hungary,2020-01-23,2838
Hungary,2020-01-24,3185
Hungary,2020-01-25,4305
Hungary,2020-01-26,3521
Hungary,2020-01-27,2745
Hungary,2020-01-28,2548
Hungary,2020-01-29,3883
Hungary,2020-01-30,3238
Hungary,2020-01-31,2436
Iceland,2019-12-31,738
Iceland,2020-01-01,4583
Iceland,2020-01-02,4501
Iceland,2020-01-03,2186
Iceland,2020-01-04,3618
Iceland,2020-01-05,2597
Iceland,2020-01-06,5467
Iceland,2020-01-07,2114
Iceland,2020-01-08,2613
Iceland,2020-01-09,4099
Iceland,2020-01-10,1391
Iceland,2020-01-11,4249
Iceland,2020-01-12,3467
Iceland,2020-01-13,3676
Iceland,2020-01-14,3210
Iceland,2020-01-15,2485
Iceland,2020-01-16,2895
Iceland,2020-01-17,3043
Iceland,2020-01-18,2437
Iceland,2020-01-19,2983
Iceland,2020-01-20,2145
Iceland,2020-01-21,3666
Iceland,2020-01-22,2296
Iceland,2020-01-23,4057
Iceland,2020-01-24,1394
Iceland,2020-01-25,5154
Iceland,2020-01-26,3785
Iceland,2020-01-27,3219
Iceland,2020-01-28,2450
Iceland,2020-01-29,2130
Iceland,2020-01-30,5143
Iceland,2020-01-31,1457
India,2019-12-31,967
India,2020-01-01,3159
India,2020-01-02,2917
India,2020-01-03,1968
India,2020-01-04,3437
India,2020-01-05,2525
India,2020-01-06,5095
India,2020-01-07,5122
India,2020-01-08,2620
India,2020-01-09,2715
India,2020-01-10,4302
India,2020-01-11,2657
India,2020-01-12,4904
India,2020-01-13,3641
India,2020-01-14,6244
India,2020-01-15,2519
India,2020-01-16,3338
India,2020-01-17,3458
India,2020-01-18,3837
India,2020-01-19,2922
India,2020-01-20,2956
India,2020-01-21,4618
India,2020-01-22,4549
India,2020-01-23,3422
India,2020-01-24,3139
India,2020-01-25,3641
India,2020-01-26,1536
India,2020-01-27,2285
India,2020-01-28,3764
India,2020-01-29,1130
India,2020-01-30,1404
India,2020-01-31,1603
Indonesia,2019-12-31,1776
Indonesia,2020-01-01,1113
Indonesia,2020-01-02,2895
Indonesia,2020-01-03,2536
Indonesia,2020-01-04,5867
Indonesia,2020-01-05,4425
Indonesia,2020-01-06,3431
Indonesia,2020-01-07,5263
Indonesia,2020-01-08,818
Indonesia,2020-01-09,1245
Indonesia,2020-01-10,3318
Indonesia,2020-01-11,4593
Indonesia,2020-01-12,4246
Indonesia,2020-01-13,4033
Indonesia,2020-01-14,3225
Indonesia,2020-01-15,2955
Indonesia,2020-01-16,3481
Indonesia,2020-01-17,3642
Indonesia,2020-01-18,1334
Indonesia,2020-01-19,3401
Indonesia,2020-01-20,1854
Indonesia,2020-01-21,3848
Indonesia,2020-01-22,3332
Indonesia,2020-01-23,4531
Indonesia,2020-01-24,4241
Indonesia,2020-01-25,2694
Indonesia,2020-01-26,2026
Indonesia,2020-01-27,2790
Indonesia,2020-01-28,5341
Indonesia,2020-01-29,3402
Indonesia,2020-01-30,4126
Indonesia,2020-01-31,3983
"Iran, Islamic Republic Of",2019-12-31,38
"Iran, Islamic Republic Of",2020-01-01,3511
"Iran, Islamic Republic Of",2020-01-02,4628
"Iran, Islamic Republic Of",2020-01-03,3278
"Iran, Islamic Republic Of",2020-01-04,1845
"Iran, Islamic Republic Of",2020-01-05,1523
"Iran, Islamic Republic Of",2020-01-06,2434
"Iran, Islamic Republic Of",2020-01-07,4551
"Iran, Islamic Republic Of",2020-01-08,3764
"Iran, Islamic Republic Of",2020-01-09,4453
"Iran, Islamic Republic Of",2020-01-10,5211
"Iran, Islamic Republic Of",2020-01-11,4994
"Iran, Islamic Republic Of",2020-01-12,2531
"Iran, Islamic Republic Of",2020-01-13,2884
"Iran, Islamic Republic Of",2020-01-14,3339
"Iran, Islamic Republic Of",2020-01-15,4150
"Iran, Islamic Republic Of",2020-01-16,3321
"Iran, Islamic Republic Of",2020-01-17,2116
"Iran, Islamic Republic Of",2020-01-18,3991
"Iran, Islamic Republic Of",2020-01-19,5437
"Iran, Islamic Republic Of",2020-01-20,5836
"Iran, Islamic Republic Of",2020-01-21,2989
"Iran, Islamic Republic Of",2020-01-22,2705
"Iran, Islamic Republic Of",2020-01-23,1589
"Iran, Islamic Republic Of",2020-01-24,2719
"Iran, Islamic Republic Of",2020-01-25,2621
"Iran, Islamic Republic Of",2020-01-26,4395
"Iran, Islamic Republic Of",2020-01-27,2708
"Iran, Islamic Republic Of",2020-01-28,4824
"Iran, Islamic Republic Of",2020-01-29,4201
"Iran, Islamic Republic Of",2020-01-30,1862
"Iran, Islamic Republic Of",2020-01-31,2713
Iraq,2019-12-31,539
Iraq,2020-01-01,2707
Iraq,2020-01-02,5029
Iraq,2020-01-03,4104
Iraq,2020-01-04,2147
Iraq,2020-01-05,2832
Iraq,2020-01-06,3750
Iraq,2020-01-07,3912
Iraq,2020-01-08,6310
Iraq,2020-01-09,2778
Iraq,2020-01-10,3526
Iraq,2020-01-11,2628
Iraq,2020-01-12,3110
Iraq,2020-01-13,4516
Iraq,2020-01-14,950
Iraq,2020-01-15,2273
Iraq,2020-01-16,3582
Iraq,2020-01-17,3693
Iraq,2020-01-18,3647
Iraq,2020-01-19,2459
Iraq,2020-01-20,3811
Iraq,2020-01-21,4400
Iraq,2020-01-22,5815
Iraq,2020-01-23,4031
Iraq,2020-01-24,3199
Iraq,2020-01-25,3777
Iraq,2020-01-26,591
Iraq,2020-01-27,5341
Iraq,2020-01-28,4060
Iraq,2020-01-29,3149
Iraq,2020-01-30,2212
Iraq,2020-01-31,3189
Ireland,2019-12-31,265
Ireland,2020-01-01,3738
Ireland,2020-01-02,3288
Ireland,2020-01-03,2753
Ireland,2020-01-04,4203
Ireland,2020-01-05,1216
Ireland,2020-01-06,2877
Ireland,2020-01-07,2354
Ireland,2020-01-08,2066
Ireland,2020-01-09,2943
Ireland,2020-01-10,1797
Ireland,2020-01-11,3061
Ireland,2020-01-12,3255
Ireland,2020-01-13,4075
Ireland,2020-01-14,3557
Ireland,2020-01-15,2245
Ireland,2020-01-16,2816
Ireland,2020-01-17,3676
Ireland,2020-01-18,2117
Ireland,2020-01-19,3639
Ireland,2020-01-20,4388
Ireland,2020-01-21,4764
Ireland,2020-01-22,3329
Ireland,2020-01-23,2748
Ireland,2020-01-24,2126
Ireland,2020-01-25,2288
Ireland,2020-01-26,3237
Ireland,2020-01-27,5243
Ireland,2020-01-28,3321
Ireland,2020-01-29,3835
Ireland,2020-01-30,4719
Ireland,2020-01-31,3149
Isle of Man,2019-12-31,376
Isle of Man,2020-01-01,1899
Isle of Man,2020-01-02,4038
Isle of Man,2020-01-03,1785
Isle of Man,2020-01-04,4343
Isle of Man,2020-01-05,3155
Isle of Man,2020-01-06,4272
Isle of Man,2020-01-07,2313
Isle of Man,2020-01-08,3570
Isle of Man,2020-01-09,5280
Isle of Man,2020-01-10,3999
Isle of Man,2020-01-11,2824
Isle of Man,2020-01-12,4569
Isle of Man,2020-01-13,1947
Isle of Man,2020-01-14,2712
Isle of Man,2020-01-15,3149
Isle of Man,2020-01-16,2508
Isle of Man,2020-01-17,5036
Isle of Man,2020-01-18,3029
Isle of Man,2020-01-19,2818
Isle of Man,2020-01-20,4783
Isle of Man,2020-01-21,3951
Isle of Man,2020-01-22,3734
Isle of Man,2020-01-23,546
Isle of Man,2020-01-24,4425
Isle of Man,2020-01-25,2687
Isle of Man,2020-01-26,1921
Isle of Man,2020-01-27,3266
Isle of Man,2020-01-28,2378
Isle of Man,2020-01-29,3943
Isle of Man,2020-01-30,3738
Isle of Man,2020-01-31,871
Israel,2019-12-31,1060
Israel,2020-01-01,3778
Israel,2020-01-02,3641
Israel,2020-01-03,3936
Israel,2020-01-04,2710
Israel,2020-01-05,2656
Israel,2020-01-06,2266
Israel,2020-01-07,3567
Israel,2020-01-08,2004
Israel,2020-01-09,1415
Israel,2020-01-10,3028
Israel,2020-01-11,1871
Israel,2020-01-12,3206
Israel,2020-01-13,2915
Israel,2020-01-14,3598
Israel,2020-01-15,4682
Israel,2020-01-16,2939
Israel,2020-01-17,1441
Israel,2020-01-18,3051
Israel,2020-01-19,5686
Israel,2020-01-20,2196
Israel,2020-01-21,1681
Israel,2020-01-22,2329
Israel,2020-01-23,4197
Israel,2020-01-24,3106
Israel,2020-01-25,3716
Israel,2020-01-26,2298
Israel,2020-01-27,2071
Israel,2020-01-28,3469
Israel,2020-01-29,2968
Israel,2020-01-30,3931
Israel,2020-01-31,3361
Italy,2019-12-31,993
Italy,2020-01-01,5248
Italy,2020-01-02,5070
Italy,2020-01-03,3780
Italy,2020-01-04,4828
Italy,2020-01-05,3083
Italy,2020-01-06,783
Italy,2020-01-07,3626
Italy,2020-01-08,3372
Italy,2020-01-09,5270
Italy,2020-01-10,4778
Italy,2020-01-11,2593
Italy,2020-01-12,5923
Italy,2020-01-13,2062
Italy,2020-01-14,1868
Italy,2020-01-15,3371
Italy,2020-01-16,3879
Italy,2020-01-17,4032
Italy,2020-01-18,2038
Italy,2020-01-19,5105
Italy,2020-01-20,2198
Italy,2020-01-21,2686
Italy,2020-01-22,2315
Italy,2020-01-23,3931
Italy,2020-01-24,2079
Italy,2020-01-25,2704
Italy,2020-01-26,4223
Italy,2020-01-27,1726
Italy,2020-01-28,3929
Italy,2020-01-29,3137
Italy,2020-01-30,2579
Italy,2020-01-31,3559
Jamaica,2019-12-31,231
Jamaica,2020-01-01,4111
Jamaica,2020-01-02,4156
Jamaica,2020-01-03,2135
Jamaica,2020-01-04,4170
Jamaica,2020-01-05,3544
Jamaica,2020-01-06,3372
Jamaica,2020-01-07,1513
Jamaica,2020-01-08,4508
Jamaica,2020-01-09,3270
Jamaica,2020-01-10,4101
Jamaica,2020-01-11,3189
Jamaica,2020-01-12,2615
Jamaica,2020-01-13,3670
Jamaica,2020-01-14,4357
Jamaica,2020-01-15,2686
Jamaica,2020-01-16,2356
Jamaica,2020-01-17,4255
Jamaica,2020-01-18,3280
Jamaica,2020-01-19,3982
Jamaica,2020-01-20,2761
Jamaica,2020-01-21,3147
Jamaica,2020-01-22,2925
Jamaica,2020-01-23,3313
Jamaica,2020-01-24,3807
Jamaica,2020-01-25,2753
Jamaica,2020-01-26,2703
Jamaica,2020-01-27,2212
Jamaica,2020-01-28,4954
Jamaica,2020-01-29,2651
Jamaica,2020-01-30,2031
Jamaica,2020-01-31,3633
Japan,2019-12-31,753
Japan,2020-01-01,2609
Japan,2020-01-02,3524
Japan,2020-01-03,2820
Japan,2020-01-04,2492
Japan,2020-01-05,3330
Japan,2020-01-06,4502
Japan,2020-01-07,3082
Japan,2020-01-08,3230
Japan,2020-01-09,5394
Japan,2020-01-10,2481
Japan,2020-01-11,2787
Japan,2020-01-12,3344
Japan,2020-01-13,1701
Japan,2020-01-14,3685
Japan,2020-01-15,3160
Japan,2020-01-16,3492
Japan,2020-01-17,3924
Japan,2020-01-18,2126
Japan,2020-01-19,4965
Japan,2020-01-20,2588
Japan,2020-01-21,1764
Japan,2020-01-22,2315
Japan,2020-01-23,4639
Japan,2020-01-24,2279
Japan,2020-01-25,2783
Japan,2020-01-26,2432
Japan,2020-01-27,3826
Japan,2020-01-28,4949
Japan,2020-01-29,2260
Japan,2020-01-30,2096
Japan,2020-01-31,2064
Jersey,2019-12-31,711
Jersey,2020-01-01,4761
Jersey,2020-01-02,5547
Jersey,2020-01-03,2182
Jersey,2020-01-04,3573
Jersey,2020-01-05,3520
Jersey,2020-01-06,4215
Jersey,2020-01-07,2241
Jersey,2020-01-08,3562
Jersey,2020-01-09,3986
Jersey,2020-01-10,2585
Jersey,2020-01-11,3381
Jersey,2020-01-12,3520
Jersey,2020-01-13,3258
Jersey,2020-01-14,2537
Jersey,2020-01-15,3853
Jersey,2020-01-16,2200
Jersey,2020-01-17,3729
Jersey,2020-01-18,3274
Jersey,2020-01-19,2275
Jersey,2020-01-20,4321
Jersey,2020-01-21,2619
Jersey,2020-01-22,2728
Jersey,2020-01-23,4599
Jersey,2020-01-24,3484
Jersey,2020-01-25,2516
Jersey,2020-01-26,2330
Jersey,2020-01-27,3996
Jersey,2020-01-28,3164
Jersey,2020-01-29,5934
Jersey,2020-01-30,2641
Jersey,2020-01-31,3281
Jordan,2019-12-31,887
Jordan,2020-01-01,3599
Jordan,2020-01-02,2194
Jordan,2020-01-03,4279
Jordan,2020-01-04,3858
Jordan,2020-01-05,2903
Jordan,2020-01-06,2625
Jordan,2020-01-07,3084
Jordan,2020-01-08,4081
Jordan,2020-01-09,1211
Jordan,2020-01-10,3369
Jordan,2020-01-11,2470
Jordan,2020-01-12,3435
Jordan,2020-01-13,2265
Jordan,2020-01-14,2671
Jordan,2020-01-15,3254
Jordan,2020-01-16,1366
