Song,Date,Number of Plays
Netherlands Antilles,2020-01-10,408
Nigeria,2020-01-07,320
Bosnia and Herzegovina,2020-01-28,213
Sudan,2020-01-11,270
Portugal,2020-01-06,300
Zimbabwe,2020-01-08,320
Turkey,2020-01-24,179
"Taiwan, Province of China",2020-01-03,325
Kuwait,2020-01-27,301
Slovakia,2020-01-19,89
Guam,2020-01-04,115
Libyan Arab Jamahiriya,2020-01-18,86
"Cote D""Ivoire",2020-01-20,417
Guadeloupe,2020-01-14,256
Hong Kong,2020-01-06,264
Bhutan,2020-01-05,159
Heard Island and Mcdonald Islands,2020-01-30,472
Madagascar,2020-01-14,171
Bhutan,2020-01-15,388
Senegal,2020-01-25,499
Czech Republic,2020-01-05,475
Sweden,2020-01-30,208
Switzerland,2020-01-11,234
Viet Nam,2020-01-28,20
Guinea,2020-01-11,296
AndorrA,2020-01-22,33
United Arab Emirates,2020-01-31,173
Turkmenistan,2020-01-25,389
Chile,2020-01-28,466
Indonesia,2020-01-18,201
Paraguay,2020-01-07,384
Malawi,2020-01-30,68
Mauritania,2020-01-23,311
Botswana,2020-01-04,126
Brazil,2019-12-31,262
British Indian Ocean Territory,2020-01-20,181
Jordan,2020-01-12,355
Angola,2020-01-08,368
Bouvet Island,2020-01-07,435
Japan,2020-01-19,438
Myanmar,2020-01-17,482
Isle of Man,2020-01-29,326
French Southern Territories,2020-01-04,489
Albania,2020-01-21,262
Afghanistan,2020-01-14,293
Honduras,2020-01-10,62
Guatemala,2020-01-08,91
Finland,2020-01-17,441
Monaco,2020-01-29,344
Cayman Islands,2020-01-05,358
Iceland,2020-01-18,12
Hong Kong,2020-01-30,39
South Africa,2020-01-28,315
Panama,2020-01-18,266
Barbados,2020-01-29,277
Isle of Man,2020-01-08,29
Thailand,2020-01-23,88
Georgia,2020-01-16,243
Benin,2020-01-19,172
Georgia,2020-01-25,307
Macao,2020-01-08,483
Northern Mariana Islands,2020-01-23,433
Hungary,2020-01-23,464
Algeria,2020-01-12,118
Poland,2020-01-24,78
Fiji,2020-01-04,87
Honduras,2020-01-28,208
Chile,2020-01-11,310
Antarctica,2020-01-23,224
Cyprus,2020-01-10,151
Niue,2020-01-23,386
Lesotho,2020-01-19,271
American Samoa,2020-01-13,220
Guinea-Bissau,2020-01-30,251
Saint Lucia,2020-01-16,200
Kuwait,2020-01-28,44
Nepal,2019-12-31,77
Zimbabwe,2020-01-05,381
Saint Helena,2020-01-21,424
Sudan,2020-01-03,233
Bolivia,2020-01-21,185
"Korea, Democratic People""S Republic of",2020-01-19,270
Kenya,2020-01-03,25
Panama,2020-01-01,452
Tajikistan,2020-01-21,318
Estonia,2020-01-07,427
Pitcairn,2019-12-31,465
RWANDA,2019-12-31,360
Liberia,2020-01-07,427
Netherlands,2020-01-24,46
Armenia,2020-01-03,204
Tonga,2020-01-22,170
Uzbekistan,2020-01-20,429
United States Minor Outlying Islands,2020-01-30,75
French Southern Territories,2020-01-22,309
Serbia and Montenegro,2020-01-05,213
Niue,2020-01-19,469
Malaysia,2020-01-01,280
French Southern Territories,2020-01-26,288
RWANDA,2020-01-08,17
New Zealand,2020-01-14,439
Germany,2020-01-11,30
Botswana,2020-01-16,204
Turkey,2020-01-02,236
Saint Pierre and Miquelon,2020-01-31,297
Cyprus,2020-01-13,27
Ukraine,2020-01-27,255
Armenia,2020-01-21,161
Botswana,2020-01-23,340
American Samoa,2020-01-30,334
Mozambique,2020-01-01,411
Montserrat,2020-01-31,304
Northern Mariana Islands,2020-01-27,342
Sweden,2020-01-09,409
Kiribati,2020-01-02,13
New Zealand,2020-01-10,426
Gabon,2020-01-27,94
Qatar,2020-01-17,52
French Southern Territories,2020-01-04,148
Reunion,2020-01-12,82
Sierra Leone,2020-01-12,316
British Indian Ocean Territory,2020-01-31,480
Nigeria,2020-01-29,215
"Korea, Republic of",2020-01-12,338
Greenland,2020-01-12,34
Barbados,2020-01-08,198
India,2020-01-01,14
Zambia,2020-01-08,300
Liechtenstein,2020-01-17,490
Italy,2020-01-24,237
South Africa,2020-01-19,22
Mayotte,2020-01-02,407
British Indian Ocean Territory,2020-01-29,459
United States Minor Outlying Islands,2020-01-23,458
Sweden,2020-01-08,413
Grenada,2020-01-07,305
Spain,2020-01-12,291
Japan,2019-12-31,228
United Kingdom,2020-01-24,22
South Africa,2020-01-08,219
Qatar,2020-01-13,337
Christmas Island,2020-01-12,48
South Georgia and the South Sandwich Islands,2020-01-18,422
Mali,2020-01-03,138
Niue,2020-01-19,11
Oman,2020-01-07,204
Turkey,2020-01-08,160
Portugal,2020-01-30,179
Turkey,2020-01-15,430
Sri Lanka,2020-01-27,394
Guam,2020-01-18,207
Greenland,2020-01-29,408
Burkina Faso,2020-01-02,24
Tajikistan,2020-01-28,473
Norfolk Island,2020-01-22,419
Honduras,2020-01-29,429
Greenland,2020-01-21,169
South Georgia and the South Sandwich Islands,2020-01-03,33
Saudi Arabia,2020-01-20,323
Cape Verde,2020-01-19,309
Sweden,2020-01-13,373
Argentina,2020-01-11,63
Åland Islands,2020-01-05,85
Sweden,2020-01-28,334
Indonesia,2020-01-14,358
New Caledonia,2020-01-04,26
Svalbard and Jan Mayen,2020-01-15,402
Panama,2020-01-23,74
Lesotho,2020-01-26,483
Guadeloupe,2020-01-16,25
Cape Verde,2020-01-05,313
Kyrgyzstan,2020-01-28,294
Zambia,2020-01-07,348
United Kingdom,2020-01-27,401
Timor-Leste,2020-01-01,499
Sri Lanka,2020-01-31,291
Slovakia,2020-01-17,48
Mozambique,2020-01-22,297
United States,2020-01-03,270
Romania,2020-01-27,221
Saint Helena,2020-01-15,348
United States,2020-01-13,368
Cayman Islands,2020-01-18,169
Mauritius,2020-01-15,376
"Moldova, Republic of",2020-01-09,271
Åland Islands,2020-01-19,290
Tuvalu,2020-01-10,283
Denmark,2020-01-29,314
Paraguay,2020-01-20,45
Saint Pierre and Miquelon,2020-01-22,86
Nepal,2020-01-10,358
Samoa,2020-01-29,151
Italy,2020-01-12,125
Madagascar,2020-01-21,86
Bosnia and Herzegovina,2020-01-07,323
Bolivia,2020-01-28,188
Greenland,2020-01-07,106
Heard Island and Mcdonald Islands,2020-01-14,81
"Cote D""Ivoire",2020-01-31,63
South Georgia and the South Sandwich Islands,2020-01-17,469
Egypt,2020-01-21,207
RWANDA,2020-01-11,295
Germany,2020-01-25,18
Mauritius,2020-01-21,384
San Marino,2020-01-29,259
Wallis and Futuna,2020-01-07,31
Malawi,2020-01-07,26
"Tanzania, United Republic of",2020-01-31,50
Algeria,2020-01-11,349
Gabon,2020-01-23,132
Mayotte,2020-01-02,165
Malaysia,2020-01-06,306
Tunisia,2020-01-24,456
Antarctica,2020-01-17,117
Liberia,2020-01-01,48
Pitcairn,2020-01-07,141
Uganda,2020-01-16,22
Nigeria,2020-01-13,271
Brazil,2020-01-13,358
Canada,2020-01-15,476
Switzerland,2020-01-14,483
Sri Lanka,2020-01-28,272
Barbados,2020-01-03,449
Bulgaria,2020-01-16,281
Honduras,2020-01-05,96
Wallis and Futuna,2020-01-14,117
Maldives,2020-01-01,486
Fiji,2020-01-22,174
Pitcairn,2020-01-11,155
"Iran, Islamic Republic Of",2020-01-20,450
Bosnia and Herzegovina,2020-01-20,322
Norfolk Island,2020-01-04,331
Thailand,2020-01-20,364
Faroe Islands,2020-01-12,40
Faroe Islands,2020-01-12,496
Kenya,2020-01-20,320
Georgia,2020-01-05,8
Jordan,2020-01-30,199
Singapore,2020-01-15,5
New Zealand,2020-01-18,430
Guadeloupe,2020-01-30,439
Mozambique,2020-01-15,481
Ukraine,2020-01-30,433
Costa Rica,2020-01-31,333
"Cote D""Ivoire",2020-01-23,325
France,2020-01-26,408
San Marino,2020-01-17,210
United States Minor Outlying Islands,2020-01-10,377
"Taiwan, Province of China",2020-01-07,470
Sao Tome and Principe,2020-01-19,449
Nicaragua,2020-01-17,21
Yemen,2020-01-25,227
Bahrain,2020-01-21,400
"Tanzania, United Republic of",2020-01-19,94
Belize,2020-01-19,341
Senegal,2020-01-29,225
Suriname,2020-01-01,359
Montserrat,2020-01-07,188
Denmark,2020-01-23,410
Chile,2020-01-09,195
Angola,2020-01-08,216
Italy,2020-01-21,269
Uganda,2020-01-05,443
Ethiopia,2020-01-29,144
Cook Islands,2020-01-28,183
Lebanon,2020-01-08,89
Syrian Arab Republic,2020-01-18,275
Western Sahara,2020-01-30,28
Cape Verde,2020-01-14,434
Liechtenstein,2020-01-22,320
Croatia,2020-01-16,244
"Congo, The Democratic Republic of the",2020-01-17,486
Sao Tome and Principe,2020-01-23,232
New Zealand,2020-01-16,495
Ecuador,2020-01-08,54
"Macedonia, The Former Yugoslav Republic of",2020-01-15,202
Netherlands,2020-01-21,428
Tajikistan,2020-01-09,72
Tajikistan,2020-01-09,317
Italy,2020-01-21,455
Liechtenstein,2020-01-08,362
Uzbekistan,2020-01-07,52
Ukraine,2020-01-16,111
Falkland Islands (Malvinas),2020-01-07,183
Niue,2020-01-20,258
Guatemala,2020-01-14,154
Tunisia,2020-01-11,487
Poland,2020-01-13,210
Uganda,2020-01-12,49
Kyrgyzstan,2020-01-26,476
Denmark,2020-01-27,299
Egypt,2020-01-10,302
Cook Islands,2020-01-19,374
Central African Republic,2020-01-10,87
New Caledonia,2020-01-05,66
Australia,2020-01-15,94
Sweden,2020-01-12,387
Hong Kong,2020-01-26,47
Jersey,2020-01-24,207
Suriname,2020-01-06,106
Mongolia,2020-01-12,301
Heard Island and Mcdonald Islands,2020-01-12,157
Georgia,2020-01-09,380
Cocos (Keeling) Islands,2020-01-30,71
"Korea, Democratic People""S Republic of",2020-01-19,351
Togo,2020-01-20,116
Yemen,2020-01-09,496
Morocco,2020-01-28,372
Kiribati,2020-01-25,25
Tuvalu,2020-01-12,245
Eritrea,2020-01-02,281
Kuwait,2020-01-31,251
China,2020-01-18,104
Cambodia,2020-01-05,23
Central African Republic,2020-01-25,431
Netherlands Antilles,2020-01-07,264
Iraq,2020-01-01,381
Ireland,2020-01-05,308
"Taiwan, Province of China",2020-01-10,102
Northern Mariana Islands,2020-01-22,231
"Micronesia, Federated States of",2020-01-16,212
Sudan,2020-01-15,214
Hungary,2020-01-17,39
Viet Nam,2020-01-28,307
Nauru,2020-01-18,344
Saint Vincent and the Grenadines,2020-01-08,256
Singapore,2020-01-07,486
Bangladesh,2020-01-30,251
Malawi,2020-01-14,109
Eritrea,2020-01-15,270
Somalia,2020-01-23,10
Azerbaijan,2020-01-11,20
Bahamas,2020-01-07,248
El Salvador,2020-01-04,267
Afghanistan,2020-01-05,356
Puerto Rico,2020-01-14,236
Reunion,2020-01-01,260
Slovakia,2020-01-07,4
Ethiopia,2020-01-22,222
Cayman Islands,2020-01-20,462
Poland,2020-01-19,293
Uganda,2020-01-05,232
Jamaica,2020-01-02,289
France,2020-01-13,344
Cocos (Keeling) Islands,2020-01-23,497
Switzerland,2020-01-28,415
"Taiwan, Province of China",2020-01-03,30
Sweden,2020-01-24,443
Denmark,2020-01-29,455
Svalbard and Jan Mayen,2020-01-05,284
Uganda,2020-01-13,432
"Macedonia, The Former Yugoslav Republic of",2020-01-10,2
Brazil,2020-01-08,213
Kyrgyzstan,2020-01-14,97
French Polynesia,2020-01-03,487
Brazil,2020-01-14,314
Burundi,2020-01-26,342
Indonesia,2020-01-31,33
Israel,2020-01-15,393
Afghanistan,2020-01-22,213
China,2020-01-29,83
Malaysia,2020-01-13,331
Netherlands Antilles,2020-01-13,150
Namibia,2020-01-22,168
Grenada,2020-01-24,285
Latvia,2020-01-16,474
RWANDA,2020-01-14,186
Viet Nam,2020-01-19,221
Belgium,2020-01-14,310
Northern Mariana Islands,2020-01-21,477
Lesotho,2020-01-27,2
Mongolia,2020-01-05,141
Burundi,2020-01-04,266
Armenia,2020-01-10,169
Afghanistan,2020-01-20,446
Croatia,2020-01-25,167
Åland Islands,2020-01-09,478
Dominican Republic,2020-01-24,80
Zimbabwe,2020-01-21,244
Armenia,2020-01-03,166
Georgia,2020-01-15,357
Niue,2020-01-20,252
Colombia,2020-01-31,319
France,2020-01-27,383
Norway,2020-01-05,371
Slovenia,2020-01-27,487
France,2020-01-17,376
Holy See (Vatican City State),2020-01-25,88
Senegal,2020-01-25,337
Cambodia,2020-01-12,153
Uzbekistan,2020-01-10,130
Bermuda,2019-12-31,64
Austria,2020-01-28,188
"Lao People""S Democratic Republic",2020-01-08,417
Comoros,2020-01-12,286
New Zealand,2020-01-25,491
Bahamas,2020-01-01,204
Malaysia,2020-01-03,7
Guadeloupe,2020-01-06,58
Hong Kong,2020-01-11,40
Mauritius,2020-01-04,148
Belarus,2020-01-29,421
Hong Kong,2020-01-10,275
Comoros,2020-01-18,111
Cambodia,2020-01-03,318
Myanmar,2020-01-19,143
Macao,2020-01-14,424
Burundi,2020-01-05,240
"Taiwan, Province of China",2020-01-03,456
Cameroon,2020-01-27,492
Belgium,2020-01-15,404
United States Minor Outlying Islands,2020-01-26,494
Maldives,2020-01-17,114
Kyrgyzstan,2020-01-15,150
Bosnia and Herzegovina,2020-01-26,303
French Polynesia,2020-01-22,9
Ethiopia,2020-01-03,395
Maldives,2020-01-13,337
Norway,2020-01-22,41
Guinea,2020-01-30,342
Tunisia,2020-01-13,241
South Africa,2020-01-23,485
Dominican Republic,2020-01-24,35
New Caledonia,2020-01-11,38
Holy See (Vatican City State),2020-01-17,1
Cameroon,2020-01-04,468
British Indian Ocean Territory,2020-01-17,276
Wallis and Futuna,2020-01-22,308
Qatar,2020-01-11,21
Burkina Faso,2020-01-09,49
Serbia and Montenegro,2020-01-31,24
China,2020-01-12,469
Georgia,2020-01-10,295
United Arab Emirates,2020-01-03,106
Mauritania,2020-01-19,490
Egypt,2020-01-26,162
Kiribati,2020-01-06,468
Jersey,2020-01-01,342
Martinique,2020-01-16,108
Barbados,2020-01-09,76
New Caledonia,2020-01-26,77
Morocco,2020-01-13,229
Tunisia,2020-01-28,22
Comoros,2020-01-30,346
Ecuador,2020-01-02,448
Chad,2020-01-19,323
San Marino,2020-01-24,331
Norfolk Island,2020-01-15,240
Saint Helena,2020-01-05,337
Christmas Island,2020-01-17,470
Trinidad and Tobago,2020-01-28,140
Western Sahara,2020-01-21,479
Belgium,2020-01-28,118
Japan,2020-01-27,251
Slovakia,2020-01-11,459
France,2020-01-09,348
"Virgin Islands, British",2020-01-08,426
Brunei Darussalam,2020-01-28,475
South Africa,2020-01-04,45
"Korea, Republic of",2020-01-13,288
"Moldova, Republic of",2020-01-25,218
Barbados,2020-01-07,478
Finland,2020-01-13,35
Samoa,2020-01-14,316
Mexico,2020-01-13,377
Falkland Islands (Malvinas),2020-01-30,462
Niger,2020-01-15,142
Åland Islands,2020-01-04,104
Denmark,2020-01-23,96
Serbia and Montenegro,2020-01-24,425
Sao Tome and Principe,2020-01-05,4
Czech Republic,2020-01-02,462
China,2020-01-26,449
Central African Republic,2020-01-09,365
Pitcairn,2020-01-20,352
Mali,2020-01-01,22
Central African Republic,2020-01-08,162
Ethiopia,2020-01-15,132
Northern Mariana Islands,2020-01-13,477
Ghana,2020-01-29,257
Mozambique,2020-01-12,55
Panama,2020-01-13,226
Syrian Arab Republic,2020-01-27,347
Equatorial Guinea,2020-01-28,108
"Iran, Islamic Republic Of",2020-01-17,33
Oman,2020-01-14,367
Brunei Darussalam,2020-01-11,341
Bermuda,2020-01-28,92
Bangladesh,2020-01-03,108
Jamaica,2020-01-27,130
Philippines,2020-01-03,261
Uganda,2020-01-19,445
"Moldova, Republic of",2020-01-03,146
Holy See (Vatican City State),2020-01-03,302
Bosnia and Herzegovina,2020-01-02,289
Norway,2020-01-26,374
South Georgia and the South Sandwich Islands,2020-01-18,455
Netherlands Antilles,2020-01-01,455
French Southern Territories,2020-01-25,138
Swaziland,2020-01-10,90
Gibraltar,2020-01-15,131
Guyana,2020-01-28,411
Eritrea,2020-01-16,190
Afghanistan,2020-01-09,438
Tokelau,2020-01-21,240
Canada,2020-01-22,58
Liberia,2020-01-29,200
French Guiana,2020-01-22,459
Indonesia,2020-01-28,40
Trinidad and Tobago,2020-01-09,466
Comoros,2020-01-23,429
Guinea,2020-01-12,412
Italy,2020-01-23,451
"Macedonia, The Former Yugoslav Republic of",2020-01-11,21
Sao Tome and Principe,2020-01-15,25
Egypt,2020-01-01,277
Colombia,2020-01-04,114
Gibraltar,2020-01-09,484
Cyprus,2020-01-11,174
Turks and Caicos Islands,2020-01-17,48
British Indian Ocean Territory,2020-01-09,345
Switzerland,2020-01-17,253
Holy See (Vatican City State),2020-01-20,370
Liberia,2020-01-23,412
Azerbaijan,2020-01-29,109
Uganda,2020-01-11,363
Madagascar,2020-01-05,272
Lesotho,2020-01-16,309
Albania,2020-01-08,415
"Taiwan, Province of China",2020-01-15,221
Georgia,2020-01-31,342
Czech Republic,2020-01-09,163
British Indian Ocean Territory,2020-01-30,51
Cameroon,2020-01-01,355
Papua New Guinea,2020-01-23,259
Greenland,2020-01-21,251
Faroe Islands,2020-01-25,276
Mauritius,2020-01-18,122
Christmas Island,2020-01-03,493
Portugal,2020-01-06,128
Germany,2020-01-27,22
Hong Kong,2020-01-14,22
Botswana,2020-01-30,149
Antarctica,2020-01-31,376
"Lao People""S Democratic Republic",2020-01-02,116
Antigua and Barbuda,2020-01-07,56
Jersey,2020-01-09,100
Samoa,2020-01-15,489
United Kingdom,2020-01-28,52
Greenland,2020-01-09,91
Guyana,2020-01-31,227
Western Sahara,2020-01-28,185
"Korea, Democratic People""S Republic of",2020-01-22,130
Burkina Faso,2020-01-16,105
Tokelau,2020-01-21,104
Kuwait,2020-01-26,404
Western Sahara,2020-01-21,331
Gabon,2020-01-04,108
Uganda,2020-01-18,401
AndorrA,2020-01-10,14
Belgium,2020-01-19,49
Antarctica,2020-01-04,467
Saint Vincent and the Grenadines,2020-01-16,137
Libyan Arab Jamahiriya,2020-01-22,387
Lebanon,2020-01-31,55
Sri Lanka,2020-01-17,271
"Korea, Democratic People""S Republic of",2020-01-13,232
Jordan,2020-01-26,404
Kuwait,2020-01-12,372
Austria,2020-01-25,445
Latvia,2020-01-07,121
Eritrea,2020-01-28,440
Mozambique,2020-01-25,150
Georgia,2020-01-30,90
Sweden,2020-01-02,467
Saudi Arabia,2020-01-26,491
Eritrea,2020-01-27,406
Croatia,2020-01-02,253
"Congo, The Democratic Republic of the",2020-01-23,199
Mali,2020-01-13,483
Mexico,2020-01-03,20
Gabon,2020-01-04,444
Bermuda,2020-01-03,44
Thailand,2020-01-01,326
Switzerland,2020-01-13,396
Malta,2020-01-19,248
Croatia,2020-01-21,301
Qatar,2020-01-28,157
Argentina,2020-01-30,70
Malta,2020-01-07,43
Botswana,2020-01-15,137
Guinea-Bissau,2020-01-18,404
Belarus,2020-01-06,416
"Iran, Islamic Republic Of",2020-01-29,69
Angola,2020-01-20,73
Australia,2020-01-04,95
Åland Islands,2020-01-10,460
French Polynesia,2020-01-18,406
Mauritania,2020-01-14,238
Luxembourg,2020-01-14,493
Samoa,2020-01-21,70
Saint Kitts and Nevis,2020-01-24,414
Kazakhstan,2020-01-31,320
Gibraltar,2020-01-25,72
Saint Lucia,2020-01-08,18
Egypt,2020-01-21,136
Papua New Guinea,2020-01-05,394
Jordan,2020-01-20,191
Zimbabwe,2020-01-26,269
Nauru,2020-01-21,203
Mauritius,2020-01-03,364
Guadeloupe,2020-01-03,46
Tuvalu,2020-01-08,201
Antarctica,2020-01-18,162
Russian Federation,2020-01-11,285
Ecuador,2020-01-01,196
Maldives,2020-01-03,240
Bouvet Island,2020-01-13,49
Northern Mariana Islands,2020-01-17,14
Austria,2020-01-22,67
Tonga,2020-01-25,218
San Marino,2020-01-27,35
Senegal,2020-01-26,235
Cayman Islands,2020-01-03,310
Czech Republic,2020-01-31,382
Central African Republic,2020-01-22,49
Mauritius,2020-01-17,496
France,2020-01-10,230
Norfolk Island,2020-01-21,150
Belarus,2020-01-12,295
Venezuela,2020-01-26,487
San Marino,2020-01-06,247
Afghanistan,2020-01-22,120
Iraq,2020-01-12,302
Namibia,2020-01-05,13
Indonesia,2020-01-11,480
Ethiopia,2020-01-26,464
Cape Verde,2020-01-10,319
Chad,2019-12-31,278
Pakistan,2020-01-01,390
France,2020-01-28,61
Colombia,2020-01-25,430
Czech Republic,2020-01-15,104
Finland,2020-01-21,90
Haiti,2020-01-21,195
"Taiwan, Province of China",2020-01-18,173
Svalbard and Jan Mayen,2020-01-18,466
Finland,2020-01-31,495
Nauru,2020-01-11,217
Fiji,2020-01-27,268
Holy See (Vatican City State),2020-01-19,168
Albania,2020-01-01,132
Aruba,2020-01-15,262
Libyan Arab Jamahiriya,2020-01-14,68
Canada,2020-01-03,421
Guinea,2020-01-06,446
Eritrea,2020-01-07,361
France,2020-01-14,407
Chad,2020-01-11,316
Dominican Republic,2020-01-05,87
Sao Tome and Principe,2020-01-05,177
Madagascar,2020-01-18,250
Chad,2020-01-10,300
Guadeloupe,2020-01-27,183
Togo,2020-01-26,148
Samoa,2020-01-04,127
Namibia,2020-01-25,143
Dominican Republic,2020-01-27,75
Guam,2020-01-07,83
Anguilla,2020-01-27,349
Ghana,2020-01-18,223
Solomon Islands,2020-01-28,400
Tajikistan,2020-01-06,7
Costa Rica,2020-01-04,349
Italy,2020-01-01,487
American Samoa,2020-01-17,257
Paraguay,2020-01-15,436
Central African Republic,2020-01-02,374
British Indian Ocean Territory,2020-01-16,262
South Georgia and the South Sandwich Islands,2020-01-01,491
Serbia and Montenegro,2020-01-02,24
Japan,2020-01-12,455
Norway,2020-01-28,301
New Caledonia,2020-01-26,124
South Africa,2020-01-25,255
Falkland Islands (Malvinas),2020-01-11,155
Antarctica,2020-01-22,281
Zimbabwe,2020-01-27,318
Indonesia,2020-01-18,141
Argentina,2020-01-23,96
Zambia,2020-01-08,361
France,2020-01-22,172
Vanuatu,2020-01-27,27
Cyprus,2020-01-14,284
Greece,2020-01-12,295
Hungary,2020-01-12,455
Saint Kitts and Nevis,2020-01-12,183
Madagascar,2020-01-12,102
Comoros,2020-01-28,84
Gambia,2020-01-13,231
"Lao People""S Democratic Republic",2020-01-18,227
Anguilla,2020-01-15,346
Austria,2020-01-16,94
Cambodia,2020-01-19,496
South Georgia and the South Sandwich Islands,2020-01-07,494
Armenia,2020-01-03,216
Serbia and Montenegro,2020-01-10,27
Gabon,2020-01-30,305
Iraq,2020-01-23,447
Malawi,2020-01-05,72
Uruguay,2020-01-02,456
Denmark,2020-01-12,320
Iraq,2020-01-12,164
Djibouti,2020-01-15,126
Namibia,2020-01-12,121
Syrian Arab Republic,2020-01-16,235
Aruba,2020-01-28,204
Slovenia,2020-01-21,417
Japan,2020-01-11,380
Netherlands Antilles,2020-01-17,226
Isle of Man,2020-01-06,75
Aruba,2020-01-10,116
Mauritius,2020-01-30,80
Indonesia,2020-01-28,34
Central African Republic,2020-01-28,70
Timor-Leste,2020-01-13,341
Venezuela,2020-01-20,482
French Guiana,2020-01-31,437
Uruguay,2020-01-04,72
Montserrat,2020-01-01,276
Egypt,2020-01-05,6
Pakistan,2020-01-15,161
Samoa,2020-01-18,499
Denmark,2020-01-12,377
Turks and Caicos Islands,2020-01-01,132
Panama,2020-01-11,53
Switzerland,2020-01-10,309
France,2020-01-27,310
Chile,2020-01-04,280
Cambodia,2020-01-21,76
Greenland,2020-01-13,247
British Indian Ocean Territory,2020-01-11,221
Suriname,2020-01-30,232
Barbados,2020-01-19,480
Senegal,2020-01-31,122
Niue,2020-01-15,200
Solomon Islands,2020-01-31,251
Brunei Darussalam,2020-01-11,55
Papua New Guinea,2020-01-06,290
Christmas Island,2020-01-13,31
South Africa,2020-01-05,467
Lithuania,2020-01-23,75
"Korea, Republic of",2020-01-25,469
Poland,2020-01-26,379
Gibraltar,2020-01-04,63
Spain,2020-01-30,31
Jersey,2020-01-17,376
Dominica,2020-01-24,258
Zimbabwe,2020-01-07,493
Poland,2020-01-13,138
Mozambique,2020-01-31,34
"Taiwan, Province of China",2020-01-04,467
Guyana,2020-01-28,211
French Guiana,2020-01-05,325
Turkey,2020-01-11,96
Uzbekistan,2020-01-08,89
Nicaragua,2020-01-18,311
"Taiwan, Province of China",2020-01-18,460
Tunisia,2020-01-07,214
"Taiwan, Province of China",2020-01-18,302
Western Sahara,2020-01-07,469
Macao,2020-01-13,336
United States Minor Outlying Islands,2020-01-07,279
Jordan,2020-01-20,157
Uruguay,2020-01-10,366
Cape Verde,2020-01-21,499
Ukraine,2020-01-24,313
Portugal,2020-01-23,318
Philippines,2020-01-25,403
Mauritius,2020-01-31,183
Palau,2020-01-07,63
Martinique,2020-01-16,302
Niue,2020-01-29,42
Djibouti,2020-01-23,350
Lebanon,2020-01-04,275
Canada,2020-01-23,59
Yemen,2020-01-14,115
Liberia,2020-01-22,336
