Song,Date,Number of Plays
Cusco,2020-04-17,1873
Bridgetown,2020-05-19,1751
Nakhon Ratchasima,2020-04-18,1052
Oklahoma City,2020-01-14,1472
Jakarta,2020-03-07,871
Kawasaki,2020-04-12,1846
Sukhumi,2020-05-21,430
Edmonton,2020-05-09,1403
Minneapolis,2020-05-11,913
Mumbai,2020-04-26,1784
San Juan,2020-04-22,1965
Mérida,2020-01-22,623
Gaziantep,2020-02-24,1368
Tunis,2020-01-08,1721
Gdańsk,2020-01-15,577
Santiago de Cuba,2020-04-20,1649
Petropavlovsk-Kamchatsky,2020-05-06,276
Libreville,2020-05-16,1987
San Salvador,2020-01-07,431
Lilongwe,2020-02-08,1994
Austin,2020-03-10,707
Winnipeg,2020-02-22,1137
Seattle,2020-04-17,916
Mersin,2020-05-09,956
Hai Phong,2020-04-09,1746
Mumbai,2020-01-05,232
Washington,2020-02-20,136
Malmö,2020-05-26,891
Brisbane,2020-05-27,824
Beirut,2020-05-06,1707
San José,2020-05-13,803
Cebu City,2020-04-08,1385
Rabat,2020-05-31,273
Malmö,2020-04-19,878
Bujumbura,2020-01-17,1266
Tucson,2020-05-11,1748
Sabha,2020-05-19,1368
Bangalore,2020-04-18,657
Saint-Pierre,2020-01-24,1659
Huế,2020-02-21,1587
Hilo,2020-05-14,109
Rockhampton,2020-03-19,1050
Kandy,2020-04-04,1510
Norilsk,2020-02-02,1065
Iqaluit,2020-03-04,1605
Douala,2020-01-04,560
Simferopol,2020-05-11,872
London,2020-03-17,291
Sukhumi,2020-04-12,1960
Hilo,2020-03-09,1806
Labasa,2020-03-05,1899
Makati City,2020-01-24,1517
Arbil,2020-01-14,691
Riyadh,2020-05-18,1117
Kanpur,2020-04-11,364
Yakutsk,2020-02-06,696
Cork (city),2020-01-20,1967
Thimphu,2020-04-21,733
Skopje,2020-01-03,1320
Blantyre,2020-02-23,1261
Cork (city),2020-03-15,731
Pretoria,2020-04-27,1463
Valparaíso,2020-02-16,437
Kolkata,2020-03-03,181
Riverside,2020-05-30,1554
Mecca,2020-05-09,1043
Iquitos,2020-04-04,1572
Campo Grande,2020-03-20,1002
Naypyidaw,2020-02-08,1832
Abu Dhabi,2020-03-07,1273
Port of Spain,2020-04-27,1301
Jayapura,2020-01-30,109
Rabi Island,2020-01-22,746
Gaziantep,2020-04-06,121
Cannes,2020-04-19,1389
Monterrey,2020-02-21,1450
Vitória,2020-01-22,1530
Ipoh,2020-03-23,400
Koulikoro,2020-05-22,722
Dalian,2020-02-02,340
Ouagadougou,2020-05-26,1208
Stanley,2020-01-25,1319
Bern,2020-02-17,474
Los Angeles,2020-02-17,1836
Arbil,2020-05-04,456
Skopje,2020-04-28,198
Yokohama,2020-02-02,595
Kinshasa,2020-01-04,223
Labasa,2020-05-24,343
Djibouti (city),2020-02-05,715
Koulikoro,2020-02-12,1741
Lubumbashi,2020-05-20,1066
Cardiff,2020-03-14,367
Barranquilla,2020-05-03,973
Marseille,2020-03-21,1084
Majuro,2020-05-07,1449
Saipan,2020-02-26,553
Oslo,2020-01-27,853
Lhasa,2020-04-16,1593
Quito,2020-02-08,1245
Mashhad,2020-03-18,1954
Yaren District,2020-04-30,1315
Thiès,2020-05-04,1162
Enugu,2020-03-05,470
Bandar Seri Begawan,2020-04-10,691
Khartoum,2020-02-02,171
Birmingham,2020-02-03,104
Port-au-Prince,2020-04-17,1861
Milan,2020-02-23,1380
Mwanza,2020-04-10,1032
Okinawa,2020-04-27,1846
Marseille,2020-04-07,760
Minneapolis,2020-04-18,1442
Abu Dhabi,2020-02-25,833
Kota Bharu,2020-01-23,1347
San Juan,2020-05-02,1446
Rome,2020-01-02,562
Palikir,2020-01-18,789
Rio de Janeiro,2020-04-29,1501
Djibouti (city),2020-02-06,646
Jamestown,2020-04-25,310
Kathmandu,2020-02-14,1742
Huế,2020-01-19,1809
Colombo,2020-05-21,1235
San Carlos de Bariloche,2020-01-20,446
Düsseldorf,2020-03-18,988
Baghdad,2020-01-20,1348
Rabat,2020-05-30,657
Veracruz,2020-03-23,957
Port Elizabeth,2020-02-05,1923
Vienna,2020-02-13,895
Strasbourg,2020-04-07,578
Abidjan,2020-05-20,1109
Changchun,2020-05-14,934
Quebec City,2020-03-03,1955
Hamburg,2020-03-12,1581
Valencia,2020-03-02,338
Bogotá,2020-03-18,573
Kuching,2020-04-18,1345
Semarang,2020-01-17,1316
New York City,2020-03-09,922
Cayenne,2020-04-05,1838
Durban,2020-04-26,252
Sabha,2020-03-03,719
Denver,2020-03-30,1795
Srinagar,2020-03-21,794
Hobart,2020-01-09,1521
Iquitos,2020-04-21,381
Perth,2020-02-26,1661
Livingstone,2020-05-13,152
Kota Kinabalu,2020-03-01,903
Xining,2020-04-17,704
Lilongwe,2020-05-23,750
Wonsan,2020-04-13,1287
Abidjan,2020-01-30,197
Maracaibo,2020-05-15,994
Oklahoma City,2020-04-11,1876
Vaduz,2020-02-03,740
Melekeok,2020-04-15,849
Santo Domingo,2020-05-09,319
Pekanbaru,2020-04-30,1006
Regina,2020-02-04,1307
Nagoya,2020-02-25,250
Kingston,2020-04-27,816
Wollongong,2020-01-27,1492
Mecca,2020-03-23,149
Sydney,2019-12-31,925
Jaipur,2020-03-26,1580
Manzini,2020-03-28,703
Lahore,2020-03-30,1349
Moroni,2020-02-15,1126
Manzini,2020-02-26,293
Gaziantep,2020-03-06,327
Amman,2020-01-26,624
Yogyakarta (city),2020-03-29,1906
Cali,2020-02-06,1751
Phoenix,2020-04-03,811
Porto Velho,2020-01-05,1947
Novosibirsk,2020-01-31,1842
Enugu,2020-03-25,1210
Dubai,2020-01-19,1510
Osaka,2020-01-29,874
Kathmandu,2020-02-22,216
Paris,2020-01-04,218
Chongjin,2020-02-28,819
Guangzhou,2020-03-14,1990
Petropavlovsk-Kamchatsky,2020-02-15,1707
Francistown,2020-05-03,413
Chongjin,2020-03-01,1724
Charlotte Amalie,2020-01-25,1147
Libreville,2020-02-01,210
Shenzhen,2020-04-17,1543
Tagbilaran,2020-03-17,1548
Oklahoma City,2020-02-16,191
Zhengzhou,2020-03-25,211
Port Moresby,2020-04-30,153
Berlin,2020-02-07,775
Tampa,2020-04-12,1230
Stockholm,2020-04-26,1961
Hangzhou,2020-04-26,716
Tartu,2020-02-03,709
Djibouti (city),2020-01-16,926
Marseille,2020-03-31,1754
Fredericton,2020-04-27,1895
Ilhéus,2020-03-11,755
Francistown,2020-05-18,232
Adana,2020-04-05,1941
Regina,2020-01-12,1958
Fortaleza,2020-03-24,658
Andorra la Vella,2020-03-04,743
Miami,2020-05-29,1106
Montevideo,2020-02-04,220
Odessa,2020-04-10,696
Detroit,2020-03-21,398
San Francisco,2020-04-29,821
Assis,2020-01-22,1775
Rio de Janeiro,2020-01-17,681
Harare,2020-04-08,1742
Chihuahua,2020-01-30,671
Nukuʻalofa,2020-02-06,1174
Lilongwe,2020-05-29,458
Tijuana,2020-03-07,125
Chennai,2020-02-28,496
San Francisco,2020-02-28,656
Stepanakert,2020-04-24,142
Norilsk,2020-05-11,352
Toulouse,2020-01-09,437
Alor Star,2020-05-04,1754
Vientiane,2020-05-30,587
Pristina,2020-01-05,1693
Yamoussoukro,2020-01-16,543
Hamilton,2020-04-16,1120
Asmara,2020-04-21,1302
Graz,2020-04-26,476
Basse-Terre,2020-05-01,1609
Chaguanas,2020-05-30,928
Kolkata,2020-04-29,1356
Rome,2020-01-17,809
Yellowknife,2020-05-11,1992
Yokohama,2020-04-04,498
Jaipur,2020-02-19,401
Stuttgart,2020-01-22,854
Chittagong,2020-03-15,274
Davao City,2020-01-30,135
Labasa,2020-01-11,1353
Lubumbashi,2020-04-26,1618
Reykjavík,2020-02-19,1971
Cleveland,2020-05-07,426
Casablanca,2020-05-25,226
Barcelona,2020-05-07,1064
La Serena,2020-03-23,837
Gaziantep,2020-01-16,542
Hilo,2020-03-30,875
Jaipur,2020-03-12,1921
Oranjestad,2020-01-22,877
Huế,2020-05-05,1432
Mexicali,2020-02-02,1202
Casablanca,2020-02-14,1548
Shenyang,2020-01-04,1197
Recife,2020-02-26,683
Tórshavn,2020-04-18,1526
Guwahati,2020-03-12,1604
Melbourne,2020-03-06,593
Yamoussoukro,2020-03-20,1579
Vatican City,2020-02-07,1766
Calama,2020-05-21,1748
Dar es Salaam,2020-03-13,1053
Iqaluit,2020-05-20,705
Cincinnati,2020-03-05,581
Basse-Terre,2020-01-12,984
Adana,2020-04-03,1356
Malmö,2020-02-26,1306
Leipzig,2020-03-14,493
Kuching,2020-03-02,744
Kiev,2020-02-12,1380
St. George's,2020-03-06,1405
Jayapura,2020-01-11,1006
Quito,2020-04-10,1160
Frankfurt,2020-04-12,1634
Tagbilaran,2020-02-06,1952
Doha,2020-05-11,1213
Portland,2020-03-03,1465
Portland,2020-03-06,1697
San José,2020-02-06,1174
Wonsan,2020-01-05,1514
Freetown,2020-05-12,1242
Sabha,2020-05-10,135
Santiago de Cuba,2020-02-27,1254
Djibouti (city),2020-01-26,1057
Nagpur,2020-02-18,414
Khartoum,2020-03-22,1171
Minneapolis,2020-03-01,1356
Guadalajara,2020-03-03,108
Dibrugarh,2020-04-30,1908
Bangui,2020-01-27,1902
Nukulaelae,2020-01-22,1183
Semarang,2020-01-28,303
Busan,2020-05-24,1864
Melbourne,2020-04-06,396
Nukuʻalofa,2020-04-10,1606
Santa Cruz de la Sierra,2020-02-15,1428
Baghdad,2020-05-22,633
Guayaquil,2020-01-14,235
Bogor,2020-02-29,795
Salt Lake City,2020-02-13,1852
Lhasa,2020-03-14,968
Riverside,2020-03-06,1620
Gaza,2020-02-02,1533
Antwerp,2020-04-06,478
Guatemala City,2020-02-16,557
Namangan,2020-05-30,338
Shigatse,2020-04-25,1340
Lima,2020-01-24,1307
Saint-Denis,2020-04-20,1628
Strasbourg,2020-04-05,1407
Buenos Aires,2020-04-07,1685
Dunedin,2020-03-13,856
Nanjing,2020-05-27,1636
Addis Ababa,2020-05-09,479
Tallinn,2020-01-02,140
Graz,2020-04-22,1574
Palma,2020-05-15,439
Nicosia,2020-02-07,1785
Johor Bahru,2020-04-24,1560
Quito,2020-01-11,1031
Christchurch,2020-03-15,144
Pattaya,2020-04-21,1441
Kobe,2020-03-05,492
Chongjin,2020-01-18,716
Fukuoka,2020-05-24,1169
Rome,2020-04-20,1161
Ambon,2020-05-18,833
Lusaka,2020-01-21,255
Bloemfontein,2020-02-28,1090
Prague,2020-05-04,1278
Atlanta,2020-05-30,320
Manama,2020-02-13,1812
Livingstone,2020-03-20,692
Newcastle,2020-05-20,521
Sana'a,2020-02-10,1668
Chengdu,2020-01-08,194
Melbourne,2020-02-15,1613
Chiang Mai,2020-05-16,1420
Livingstone,2020-04-06,1684
Macapá,2020-05-18,1566
Wuhan,2020-02-17,224
Petropavlovsk-Kamchatsky,2020-01-06,1797
Labasa,2020-04-14,1181
Brussels,2020-03-18,1820
Tel Aviv,2020-01-12,1026
Seoul,2020-03-01,668
Leipzig,2020-03-31,708
Edmonton,2020-04-17,655
Avarua,2020-01-20,448
Bangalore,2020-04-21,1392
Santo Domingo,2020-01-03,264
Chiang Mai,2020-04-30,1038
La Paz,2020-03-04,1903
Bangui,2020-02-27,1645
Gdańsk,2020-01-19,1876
Adana,2020-05-05,708
Cannes,2020-01-10,1620
Porto-Novo,2020-04-24,1480
Kingstown,2020-03-03,701
Kaohsiung,2020-02-07,858
Fukuoka,2020-04-02,1791
Düsseldorf,2020-01-23,1477
Vientiane,2020-04-30,1218
Marrakech,2020-02-04,727
Dresden,2020-02-10,1174
Iquitos,2020-03-24,933
Brasília,2020-03-19,880
Tallinn,2020-03-18,749
Tskhinvali,2020-02-19,1860
Fredericton,2020-02-20,907
Tampere,2020-03-20,370
Luanda,2020-04-22,1157
Málaga,2020-02-18,815
Omsk,2020-05-12,1396
Manama,2020-03-07,1507
Chittagong,2020-05-12,1720
Karachi,2020-04-05,239
Dammam,2020-03-08,593
Barcelona,2020-03-12,100
Rio de Janeiro,2020-01-18,735
Nice,2020-03-29,1988
Moscow,2020-04-29,1614
Chicago,2020-01-09,1501
San Francisco,2020-04-04,347
Nouakchott,2020-02-18,1055
Rabi Island,2020-01-28,781
Edinburgh,2020-01-03,1938
Tamale,2020-01-28,651
Dammam,2020-02-14,153
Bogor,2020-04-14,178
Tartu,2020-05-02,1816
Nairobi,2020-03-14,264
Basse-Terre,2020-02-23,318
Canberra,2020-03-10,482
Zürich,2020-02-17,1106
Barcelona,2020-02-04,401
Ipoh,2020-04-11,1001
Port of Spain,2020-04-09,880
Detroit,2020-04-15,543
Jayapura,2020-01-11,1676
Willemstad,2020-02-26,215
Kiev,2020-02-08,246
Helsinki,2020-05-22,1330
Pretoria,2020-03-16,1072
Hanover,2020-05-07,1282
Cincinnati,2020-01-03,1334
Medellín,2020-05-18,1297
Port Elizabeth,2020-03-17,1083
Cape Town,2020-04-03,1727
Caracas,2020-03-14,551
Chittagong,2020-02-09,554
Manchester,2020-05-22,369
Suez,2020-02-13,1904
Port Louis,2020-03-05,781
Pittsburgh,2020-05-31,449
Mbabane,2020-03-09,1309
Xining,2020-02-27,338
Ilhéus,2020-04-17,112
Rio Branco,2020-05-17,1931
Dresden,2020-01-14,1088
Montreal,2020-01-14,1877
City of Halifax,2020-05-21,762
Roseau,2020-02-10,344
Sofia,2020-01-02,1148
Avarua,2020-03-22,1807
Fortaleza,2020-05-25,1116
Recife,2020-02-27,348
Singapore,2020-05-16,321
Kharkiv,2020-02-01,1990
Dibrugarh,2020-04-12,1843
Hobart,2020-05-30,1930
Gaborone,2020-03-01,1432
Ushuaia,2020-02-16,184
Kota Bharu,2020-02-26,434
Dededo,2020-04-22,1717
Porto Alegre,2020-02-05,1323
Yaren District,2020-03-22,1613
Maseru,2020-01-24,918
Linz,2020-02-08,1918
Charlotte Amalie,2020-03-22,401
Ottawa,2020-02-15,770
City of Halifax,2020-01-11,1546
Iquique,2020-03-13,1459
Daegu,2020-03-03,1412
Zapopan,2020-01-08,691
Glasgow,2020-04-12,664
Charlottetown,2020-05-29,1937
Miami,2020-04-04,1720
Astana,2020-05-01,1323
Belize City,2020-02-03,842
Tbilisi,2020-03-30,380
New Delhi,2020-01-17,1711
Praia,2020-02-17,1901
Mogadishu,2020-03-19,881
Dushanbe,2020-03-24,101
Vitória,2020-04-30,501
Ankara,2020-02-03,792
Bratislava,2020-04-07,346
Hanoi,2020-02-29,666
Avarua,2020-01-14,1446
Macapá,2020-02-07,1032
Wonsan,2020-02-18,1217
Antofagasta,2020-03-03,938
Omdurman,2020-04-12,1268
Colombo,2020-01-13,742
Fredericton,2020-04-24,1187
Córdoba,2020-03-24,1305
Malacca Town,2020-05-08,462
Hamilton,2020-01-01,1911
Tallinn,2020-02-11,1839
Johor Bahru,2020-04-22,677
Kaesong,2020-02-09,536
Forked River,2020-04-22,849
Denver,2020-02-04,874
Nanjing,2020-04-15,102
Kandahar,2020-01-18,629
Phoenix,2020-02-19,1595
Hat Yai,2020-02-09,818
Muscat,2020-04-06,1329
Fredericton,2020-02-17,603
Kuching,2020-02-09,414
Yakutsk,2020-04-05,458
Abuja,2020-01-28,1959
Kraków,2020-01-08,599
Kano,2020-03-12,1581
Lhasa,2020-01-24,960
Detroit,2020-01-01,163
Fortaleza,2020-04-10,1808
Zagreb,2020-04-18,513
Denver,2020-04-26,1689
Surabaya,2020-04-03,1612
Ottawa,2020-05-18,123
Indianapolis,2020-04-16,1641
Juneau,2020-02-04,782
Los Angeles,2020-01-25,1880
Puebla,2020-03-27,811
Murmansk,2020-01-13,607
Rio de Janeiro,2020-01-01,593
Brasília,2020-02-13,966
Dushanbe,2020-05-30,613
Iquitos,2020-01-23,300
Dhaka,2020-03-03,1500
Nagpur,2020-03-12,1587
Kunming,2020-04-20,964
Thessaloniki,2020-03-16,701
Gangtok,2020-01-23,396
Petropavlovsk-Kamchatsky,2020-04-20,1938
London,2020-01-21,708
Osaka,2020-05-30,811
Rome,2020-01-21,231
Cebu City,2020-02-15,803
Makati City,2020-02-06,1312
Serekunda,2020-03-01,1210
Damascus,2020-02-06,1453
Jayapura,2020-02-14,923
Shijiazhuang,2020-02-13,1816
Nagoya,2020-01-08,1512
Medan,2020-02-17,1473
Helsinki,2020-03-14,1875
Hyderabad,2020-02-03,1840
Campo Grande,2020-03-16,582
Yerevan,2020-02-21,1973
Moscow,2020-05-28,1176
Srinagar,2020-01-25,1907
Ndola,2020-03-11,1154
Ljubljana,2020-01-01,265
Alexandria,2020-02-13,950
Okinawa,2020-04-22,697
Shillong,2020-03-11,601
San Juan,2020-03-27,1797
Hanoi,2020-04-19,1674
Patna,2020-05-30,1560
Omsk,2020-01-29,748
Vaduz,2020-04-11,597
Yakutsk,2020-02-15,1657
Davao City,2020-05-18,697
Geneva,2020-05-06,153
Saint-Denis,2020-03-27,908
Newcastle,2020-01-20,347
Bergen,2020-01-04,1914
Macapá,2020-05-26,431
Vientiane,2020-02-27,831
Mumbai,2020-03-08,1282
Luanda,2020-04-10,347
Riverside,2020-05-15,839
Philadelphia,2020-02-25,369
Roseau,2020-04-10,1653
Phuket (city),2020-04-26,871
La Serena,2020-02-11,1711
Miami,2020-03-26,1807
São Paulo,2020-01-09,369
Surat Thani,2020-04-26,212
Riga,2020-01-11,687
Puerto Williams,2020-02-19,407
Port-au-Prince,2020-01-25,251
Brussels,2020-03-13,1050
Chihuahua,2020-01-19,1701
Osaka,2020-05-18,889
Doha,2020-04-12,950
Nukus,2020-01-19,974
Innsbruck,2020-02-26,490
Indianapolis,2020-03-12,396
Mbabane,2020-02-08,1358
Blantyre,2020-05-26,1516
Ambon,2020-05-13,174
Ahmedabad,2020-04-28,1930
San Salvador,2020-05-17,1367
Algiers,2020-04-30,1525
Lagos,2020-01-23,1089
Linz,2020-04-18,1947
Helsinki,2020-01-09,1230
San Diego,2020-02-20,206
Pyongyang,2020-02-28,1180
Praia,2020-05-19,167
Cologne,2020-02-07,1380
Riga,2020-05-31,1982
New Orleans,2020-04-30,1034
Sana'a,2020-05-31,1491
Shanghai,2020-02-01,621
Pittsburgh,2020-01-31,120
Nukus,2020-01-14,1101
Hai Phong,2020-05-11,1527
Ouagadougou,2020-04-18,559
Barranquilla,2020-03-06,1599
Skopje,2020-03-16,1489
Belfast,2020-01-12,1987
San Carlos de Bariloche,2020-04-18,1904
Gaborone,2020-03-25,1095
Mamoudzou,2020-05-09,405
Apia,2020-03-02,131
Sydney,2020-01-13,947
Rochester,2020-03-17,160
Astana,2020-05-14,1391
George Town,2020-05-08,1142
Düsseldorf,2020-02-17,1835
Phoenix,2020-04-07,1027
Guwahati,2020-01-20,1315
Makassar,2020-05-20,1531
Aarhus,2020-02-17,867
Handan,2020-03-06,1968
Lucknow,2020-02-13,2000
Barranquilla,2020-04-02,1406
Novosibirsk,2020-04-30,1066
Bangalore,2020-03-19,1015
Konya,2020-02-25,970
Dibrugarh,2020-05-28,469
Austin,2020-01-03,1972
Campinas,2020-04-11,145
Tehran,2020-03-03,1105
Edinburgh,2020-05-20,753
Salzburg,2020-01-29,1914
Copenhagen,2020-02-21,1898
Saipan,2020-03-28,279
Washington,2020-02-02,1155
Alexandria,2020-05-23,203
Chaguanas,2020-05-31,232
San Fernando,2020-04-24,533
Nicosia,2020-05-02,1063
Qingdao,2020-04-21,1542
Port Hedland,2020-01-01,383
Concepción,2020-03-03,108
Auckland,2020-02-15,1054
Sana'a,2020-01-10,1353
Washington,2020-01-30,1372
Jinan,2020-04-30,1983
Colombo,2020-04-04,326
Livingstone,2020-01-26,1086
Detroit,2020-03-02,389
Anadyr (town),2020-01-18,639
Mashhad,2020-01-23,486
Gangtok,2020-02-01,1195
Hargeisa,2020-02-29,793
Buenos Aires,2020-01-10,773
Sri Jayawardenapura-Kotte,2020-01-03,1960
Milan,2020-03-21,1956
Angra do Heroísmo,2020-05-04,585
New Delhi,2020-02-24,1683
Port Moresby,2020-02-18,675
Las Vegas,2020-01-30,675
Sofia,2020-05-25,1536
Newcastle,2020-01-11,1674
Tianjin,2020-03-23,1149
Tabriz,2020-05-17,767
Vienna,2020-03-12,1665
Dibrugarh,2020-05-01,1918
Campinas,2020-05-27,761
Espoo,2020-01-09,1120
Hobart,2020-01-06,178
Salzburg,2020-03-12,1254
Saskatoon,2020-02-10,1749
Geelong,2020-02-12,1721
Saipan,2020-05-23,1520
Guwahati,2020-04-07,135
El Aaiún,2020-03-10,1454
Oklahoma City,2020-02-26,1731
Seoul,2020-05-22,627
Yogyakarta (city),2020-01-22,403
Detroit,2020-02-17,1952
Concepción,2020-03-26,1103
Sitka,2020-05-01,523
São Paulo,2020-05-30,699
Koror,2020-05-14,187
Monaco,2020-04-09,1292
Tel Aviv,2020-05-20,416
Shigatse,2020-03-21,105
Agartala,2020-03-17,883
Bursa,2020-04-23,892
Dar es Salaam,2020-01-10,1764
Ibiza,2020-05-06,614
N'Djamena,2020-04-06,436
Bilbao,2020-04-19,1898
Karachi,2020-04-05,1410
Port of Spain,2020-05-18,1303
Chiang Mai,2020-03-29,709
Odessa,2020-02-18,982
Nassau,2020-03-20,355
Baku,2020-01-22,974
Manaus,2020-03-12,1382
Multan,2020-05-28,1706
Phnom Penh,2020-02-03,138
Bridgetown,2020-03-27,158
Sofia,2020-03-05,1173
Arbil,2020-01-18,988
Moroni,2020-01-16,1166
Bilbao,2020-05-23,1878
Málaga,2020-05-24,753
Norilsk,2020-05-21,1144
Geneva,2020-04-20,384
Gaborone,2020-01-25,124
Karachi,2020-04-09,1701
Birkirkara,2020-01-24,1807
Bishkek,2020-05-24,653
Valparaíso,2020-02-11,907
San Carlos de Bariloche,2020-04-30,565
Tunis,2020-01-27,1630
Kota Kinabalu,2020-01-30,913
Konya,2020-05-30,1027
Praia,2020-03-09,1623
Port Hedland,2020-04-09,693
Tucson,2020-04-13,1952
Bloemfontein,2020-03-10,1510
Douglas,2020-01-07,328
Amsterdam,2020-01-12,1444
Cannes,2020-03-08,1480
Bujumbura,2020-03-07,1145
Cockburn Town,2020-01-12,373
Ndola,2020-04-15,1090
Luanda,2020-01-09,477
Sri Jayawardenapura-Kotte,2020-02-15,1563
Longyearbyen,2020-01-31,1859
Recife,2020-01-13,953
Belém,2020-01-25,471
Kunming,2020-02-25,1008
Kunming,2020-01-19,1451
Düsseldorf,2020-04-23,539
Longyearbyen,2020-05-01,276
Port Louis,2020-05-02,1853
Nashville,2020-01-11,1451
Mogadishu,2020-05-30,1419
Sri Jayawardenapura-Kotte,2020-03-17,1371
Kuching,2020-02-28,1591
Bratislava,2020-03-14,146
Thiès,2020-05-20,926
Tianjin,2020-05-10,218
Medina,2020-01-07,274
Livingstone,2020-05-28,1690
Wollongong,2020-05-23,777
Vienna,2020-01-07,394
Ipoh,2020-04-27,1990
Udon Thani,2020-05-21,1023
Douala,2020-01-25,1613
Nice,2020-01-07,1418
Pattaya,2020-04-26,1583
El Paso,2020-03-12,591
Sitka,2020-05-03,432
Magadan,2020-01-28,1924
Chongqing,2020-02-06,615
Hargeisa,2020-03-17,390
Philadelphia,2020-04-17,1617
Sabha,2020-04-04,1465
Andorra la Vella,2020-03-09,1030
Forked River,2020-03-23,768
Chiang Mai,2020-02-26,1125
Taipei,2020-03-04,1255
Wichita,2020-03-28,1342
Shigatse,2020-01-02,661
Macapá,2020-03-08,243
Thiès,2020-05-22,542
Dededo,2020-01-11,1174
Medan,2020-02-28,352
Tirana,2020-03-18,642
Makassar,2020-01-15,765
Tel Aviv,2020-03-16,1798
Mwanza,2020-04-12,1837
Davao City,2020-02-22,1260
Anadyr (town),2020-04-19,1893
Yellowknife,2020-01-23,1146
Thimphu,2020-05-26,1104
Iquique,2020-05-01,212
Osaka,2020-05-19,857
Petropavlovsk-Kamchatsky,2020-03-16,364
Luxembourg (city),2020-02-07,1916
Malang,2020-03-29,194
Sri Jayawardenapura-Kotte,2020-01-30,1982
Yaren District,2020-03-02,294
Boa Vista,2020-01-23,1787
Paris,2020-01-03,1934
Yerevan,2020-04-25,1834
New York City,2020-05-15,504
Hamilton,2020-05-05,119
Harbin,2020-02-18,1929
İzmir,2019-12-31,361
Busan,2020-01-23,1628
Amman,2020-04-07,1158
Stanley,2020-05-15,1112
Regina,2020-02-02,855
Addis Ababa,2020-01-27,463
Pontianak,2020-02-15,1650
Sapporo,2020-01-07,1963
Miri,2020-01-29,1370
Kaohsiung,2020-02-04,1411
Hamburg,2020-05-19,963
Edmonton,2020-01-22,1553
Lima,2020-04-16,1331
Rockhampton,2020-01-24,1230
Barranquilla,2020-05-08,516
Bandung,2020-05-30,989
Mandurah,2020-03-13,916
Johor Bahru,2020-05-24,1712
Charlotte Amalie,2020-01-12,874
Chengdu,2020-02-04,674
Virginia Beach,2020-01-17,1367
Maseru,2020-01-29,1904
Podgorica,2020-05-21,930
Kansas City,2020-02-24,1684
Chihuahua,2020-02-28,385
Wellington,2020-01-04,233
Lanzhou,2020-04-13,1378
Bujumbura,2020-04-08,1801
Rio Branco,2020-05-05,881
Memphis,2020-04-25,1077
Makassar,2020-01-24,1948
Rio Branco,2020-04-07,1630
Salzburg,2020-01-13,456
Mexicali,2020-01-27,429
Providence,2020-02-16,869
Havana,2020-03-30,1710
Yokohama,2020-02-03,1154
Thessaloniki,2020-04-27,1391
Koror,2020-05-01,460
Angra do Heroísmo,2020-01-28,1731
Makati City,2020-02-09,650
Gdańsk,2020-01-11,1951
The Valley,2020-05-03,1455
Ottawa,2020-02-11,1677
Kiev,2020-04-30,1103
Kansas City,2020-03-12,433
Dunedin,2020-01-22,1546
Stepanakert,2020-02-28,790
Chiang Mai,2020-01-19,535
Port Moresby,2020-05-05,1332
Bahía Blanca,2020-02-03,537
Perth,2020-03-04,1243
Mashhad,2020-04-20,743
Lagos,2020-05-10,1530
Abu Dhabi,2020-03-30,1684
Dili,2020-01-29,112
Pyongyang,2020-04-20,1540
Istanbul,2020-05-12,189
Abidjan,2020-04-25,460
Lilongwe,2020-01-12,1200
Palembang,2020-02-26,1677
Belmopan,2020-02-23,1070
Tskhinvali,2020-04-07,375
Calgary,2020-04-13,216
Shillong,2020-01-25,1506
Cuiabá,2020-02-06,1383
Algiers,2020-02-09,872
Vilnius,2020-05-05,685
Surabaya,2020-03-09,1381
Nice,2020-03-14,724
Stepanakert,2020-05-08,1720
Chengdu,2020-04-23,306
Chaguanas,2020-05-20,1142
Shigatse,2020-04-05,397
Managua,2020-05-07,1123
Belgrade,2020-02-18,934
Darwin,2020-01-10,1899
Belmopan,2020-04-11,1188
Calama,2020-03-13,453
Karachi,2020-01-02,352
Saint-Denis,2020-04-12,1918
New Delhi,2020-03-30,1443
Cannes,2020-05-27,1250
Iquique,2020-02-01,311
New Delhi,2020-01-04,1979
Fairbanks,2020-04-14,887
Vilnius,2020-02-20,1248
Hiroshima,2020-02-08,1072
Gangtok,2020-02-08,163
Dhaka,2020-02-28,1515
Longyearbyen,2020-05-29,1564
Sri Jayawardenapura-Kotte,2020-02-14,315
Guwahati,2020-04-30,404
Miami,2020-05-28,305
Louisville,2020-05-04,564
Damascus,2020-02-19,1210
Quetzaltenango,2020-05-18,1790
Lobamba,2020-05-05,1408
Skopje,2020-03-02,259
Oslo,2020-03-24,1723
Adamstown,2020-04-29,1530
Charlotte Amalie,2020-04-12,207
Port Said,2020-01-14,1597
Palma,2020-05-30,1089
Yokohama,2020-03-24,1599
Stepanakert,2020-03-02,210
Sana'a,2020-03-22,1383
Zanzibar City,2020-01-20,980
Jerusalem,2020-02-15,1502
Kanpur,2020-05-15,653
Lucknow,2020-03-26,1234
Stepanakert,2020-04-23,1129
Curitiba,2020-04-25,1332
Glasgow,2020-05-08,1959
Moscow,2019-12-31,107
Chiang Mai,2020-03-05,160
Accra,2020-02-08,1785
Louisville,2020-04-13,956
